TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,RiskLabel
562.36,799.00,Moscow,Toronto,Donation,EUR,False
4.15,221.00,Stockholm,Cape Town,Credit,AUD,False
14.42,199.00,Mumbai,Sydney,Donation,SEK,False
141.27,237.00,Stockholm,Mexico City,Debit,JPY,False
941.16,630.00,Sydney,Mexico City,Deposit,GBP,False
1235.72,895.00,Mumbai,Dubai,Donation,RUB,False
1973.89,418.00,Rome,Rome,Deposit,TRY,False
770.65,543.00,Mexico City,Moscow,Refund,NOK,True
518.00,399.00,London,London,Transfer,CNY,False
428.50,761.00,Stockholm,Mexico City,Purchase,TRY,False
710.02,590.00,Moscow,Rio de Janeiro,Credit,EUR,False
885.72,932.00,Dublin,Moscow,Donation,MXN,False
775.66,677.00,Paris,Moscow,Invoice,NOK,False
57.17,636.00,Seoul,Dublin,Fee,SGD,False
19.76,259.00,Toronto,Sydney,Exchange,CHF,False
170.83,216.00,Stockholm,Moscow,Fee,HKD,False
455.97,758.00,Moscow,New York,Subscription,NOK,False
0.28,959.00,London,London,Exchange,HKD,False
508.42,779.00,Helsinki,Moscow,Purchase,CNY,True
877.56,243.00,Rome,New York,Refund,RUB,True
676.98,692.00,Paris,Moscow,Transfer,NZD,False
242.57,527.00,Cape Town,Sydney,Fee,SEK,False
755.69,611.00,Paris,Helsinki,Withdrawal,HKD,True
333.28,493.00,Berlin,Seoul,Credit,EUR,False
148.75,119.00,New York,Sydney,Debit,HKD,False
633.02,670.00,London,Athens,Reimbursement,JPY,False
876.80,614.00,Cape Town,Amsterdam,Purchase,BRL,True
212.65,457.00,Mumbai,Amsterdam,Transfer,GBP,False
591.83,711.00,Athens,Rome,Transfer,CNY,False
853.30,683.00,Rio de Janeiro,Dublin,Reimbursement,INR,False
365.82,814.00,Tokyo,Mumbai,Credit,CAD,True
3583.49,856.00,Cape Town,Paris,Transfer,CHF,True
262.54,817.00,Rio de Janeiro,Mexico City,Exchange,NOK,False
656.22,839.00,Dublin,Rio de Janeiro,Loan,HKD,False
1095.67,825.00,Paris,Athens,Exchange,CHF,False
164.71,279.00,Mumbai,Cape Town,Transfer,RUB,False
595.16,874.00,New York,Seoul,Deposit,EUR,False
847.77,636.00,Mexico City,Dubai,Subscription,KRW,False
764.67,975.00,Rio de Janeiro,Paris,Withdrawal,KRW,False
1279.12,887.00,Stockholm,Toronto,Purchase,TRY,True
590.96,589.00,Amsterdam,Dublin,Reimbursement,CAD,False
52.71,130.00,Dublin,Mexico City,Exchange,INR,False
130.59,277.00,New York,New York,Subscription,AUD,False
237.23,730.00,Rio de Janeiro,Sydney,Subscription,ZAR,False
589.72,958.00,Mexico City,London,Withdrawal,TRY,False
547.80,894.00,Stockholm,Mumbai,Loan,SGD,True
122.49,300.00,Rio de Janeiro,Athens,Exchange,AUD,False
342.46,424.00,Paris,Amsterdam,Deposit,CAD,False
322.23,596.00,Cape Town,Amsterdam,Purchase,JPY,False
762.48,348.00,Moscow,Rome,Credit,KRW,False
244.24,238.00,Rio de Janeiro,Rome,Credit,KRW,False
723.32,709.00,Toronto,Paris,Fee,INR,False
526.70,440.00,Toronto,Dublin,Loan,CHF,False
716.64,653.00,Paris,Helsinki,Invoice,RUB,False
609.80,760.00,Seoul,New York,Transfer,EUR,False
220.89,468.00,Dubai,Cape Town,Transfer,MXN,False
114.33,201.00,Helsinki,Toronto,Refund,INR,False
517.31,660.00,New York,Tokyo,Payment,TRY,True
353.15,357.00,Sydney,Amsterdam,Loan,AUD,False
189.70,993.00,Paris,Athens,Refund,NOK,False
331.43,458.00,Rome,Cape Town,Payment,CNY,False
190.28,723.00,Moscow,London,Payment,BRL,False
889.30,615.00,Rio de Janeiro,Sydney,Transfer,GBP,False
61.85,534.00,Athens,Moscow,Subscription,RUB,False
666.47,822.00,New York,Sydney,Debit,NOK,False
561.26,906.00,Mumbai,Athens,Invoice,MXN,False
148.34,417.00,Dublin,Rome,Deposit,NOK,False
288.30,894.00,Berlin,Athens,Payment,USD,False
106.54,659.00,Paris,Seoul,Exchange,SGD,False
19.74,324.00,Rio de Janeiro,Berlin,Exchange,USD,False
507.63,151.00,Seoul,Amsterdam,Donation,CNY,True
807.67,715.00,Dublin,Dublin,Loan,KRW,False
481.72,848.00,Toronto,Berlin,Deposit,SEK,False
875.87,687.00,Mexico City,Tokyo,Deposit,GBP,True
317.65,868.00,Dubai,Moscow,Payment,JPY,False
96.45,155.00,Stockholm,New York,Purchase,KRW,True
694.69,683.00,Rome,Stockholm,Payment,AUD,False
1164.89,931.00,Mexico City,Toronto,Credit,RUB,False
1307.42,263.00,Amsterdam,Dubai,Deposit,AUD,True
14.38,258.00,Rome,Mumbai,Reimbursement,USD,True
532.97,624.00,Paris,Rome,Transfer,USD,False
759.74,897.00,Paris,Cape Town,Invoice,RUB,False
84.00,240.00,Moscow,Mexico City,Subscription,CNY,False
635.78,834.00,Paris,Mumbai,Withdrawal,SEK,False
45.13,202.00,Athens,Seoul,Debit,GBP,False
705.83,653.00,Dubai,Moscow,Donation,JPY,False
126.16,397.00,Dublin,Seoul,Loan,RUB,True
254.51,179.00,Berlin,Amsterdam,Transfer,KRW,False
246.34,196.00,Tokyo,Toronto,Loan,CHF,False
66.53,510.00,Rio de Janeiro,Amsterdam,Invoice,MXN,False
571.89,459.00,Cape Town,Rio de Janeiro,Loan,AUD,False
842.48,607.00,Moscow,Mexico City,Reimbursement,CNY,False
755.22,990.00,London,Moscow,Withdrawal,CNY,False
578.00,797.00,Toronto,Berlin,Fee,INR,True
3371.56,602.00,Sydney,Seoul,Transfer,RUB,True
307.16,882.00,Moscow,London,Reimbursement,JPY,False
424.28,513.00,Tokyo,Dublin,Exchange,TRY,False
149.67,375.00,Helsinki,Dublin,Fee,TRY,False
1158.22,793.00,Mexico City,Toronto,Transfer,MXN,False
443.74,989.00,Tokyo,Paris,Fee,INR,False
94.44,445.00,Dublin,Cape Town,Refund,KRW,True
38.21,237.00,Rome,Amsterdam,Donation,SGD,False
1273.72,976.00,New York,Berlin,Donation,HKD,False
273.09,944.00,Seoul,Cape Town,Exchange,CHF,True
138.44,685.00,Toronto,Mumbai,Debit,ZAR,True
197.39,374.00,Athens,Dublin,Purchase,KRW,True
746.56,969.00,Moscow,Tokyo,Debit,KRW,False
363.06,974.00,Seoul,Stockholm,Loan,NZD,False
495.06,619.00,Cape Town,Stockholm,Invoice,NOK,False
276.91,653.00,Helsinki,Stockholm,Refund,CHF,False
3984.63,769.00,Paris,London,Reimbursement,SGD,True
714.93,740.00,Rome,Cape Town,Transfer,RUB,False
575.51,515.00,Rome,Amsterdam,Deposit,ZAR,False
3692.92,645.00,Cape Town,New York,Donation,CHF,True
6554.14,988.00,Dublin,Athens,Credit,JPY,True
403.57,511.00,Berlin,Tokyo,Withdrawal,USD,False
98.55,307.00,Stockholm,Mumbai,Exchange,AUD,False
476.54,335.00,Toronto,Mexico City,Exchange,AUD,False
100.38,116.00,Seoul,Rome,Purchase,INR,True
3597.30,599.00,Mumbai,New York,Invoice,GBP,True
199.79,204.00,Helsinki,Cape Town,Subscription,ZAR,False
160.54,115.00,Seoul,Mexico City,Purchase,HKD,True
194.48,557.00,Tokyo,Paris,Debit,NOK,False
120.97,444.00,Mexico City,Dubai,Withdrawal,CHF,False
452.07,964.00,Tokyo,Helsinki,Subscription,KRW,False
898.30,628.00,Dubai,Helsinki,Transfer,TRY,False
730.51,635.00,Seoul,Mumbai,Credit,SEK,True
627.32,604.00,Toronto,Helsinki,Exchange,MXN,False
526.99,599.00,Helsinki,Amsterdam,Purchase,AUD,False
892.20,277.00,Moscow,Sydney,Debit,HKD,True
153.45,527.00,Mexico City,Seoul,Invoice,SGD,False
19.64,526.00,London,Helsinki,Fee,AUD,False
2137.07,926.00,Tokyo,Helsinki,Invoice,CAD,False
740.74,553.00,Dubai,Mumbai,Reimbursement,INR,False
397.29,962.00,Cape Town,London,Fee,NOK,False
282.06,946.00,Athens,Stockholm,Exchange,CAD,False
218.22,740.00,Amsterdam,Dublin,Invoice,RUB,False
984.75,683.00,Paris,Dubai,Exchange,KRW,False
529.05,499.00,London,New York,Debit,HKD,False
388.20,489.00,Berlin,Dublin,Refund,RUB,False
354.20,287.00,Dubai,Berlin,Credit,USD,False
222.55,753.00,Athens,Toronto,Donation,HKD,False
106.64,187.00,Paris,London,Withdrawal,JPY,True
137.89,175.00,Paris,Dubai,Refund,AUD,False
36.20,156.00,London,Sydney,Purchase,SEK,True
353.41,324.00,New York,New York,Deposit,GBP,True
163.06,927.00,Berlin,Sydney,Payment,GBP,False
173.09,249.00,Mumbai,Stockholm,Payment,JPY,False
87.15,307.00,Cape Town,Dublin,Reimbursement,HKD,False
2450.58,504.00,Moscow,Athens,Deposit,CAD,True
1096.59,221.00,Sydney,Dubai,Deposit,INR,True
131.68,517.00,London,Seoul,Donation,ZAR,False
2122.36,855.00,Amsterdam,Tokyo,Donation,SGD,True
884.14,623.00,New York,Seoul,Subscription,RUB,False
487.70,388.00,Toronto,Dublin,Withdrawal,NOK,False
1321.05,934.00,Moscow,Dublin,Donation,CNY,False
223.95,238.00,Rio de Janeiro,Moscow,Exchange,RUB,False
776.58,683.00,Tokyo,Stockholm,Loan,CNY,False
204.96,195.00,Helsinki,Moscow,Invoice,KRW,False
148.82,602.00,New York,Athens,Reimbursement,JPY,False
1128.21,755.00,Mexico City,New York,Fee,RUB,False
770.38,561.00,Rome,Moscow,Credit,USD,False
332.18,519.00,Amsterdam,Rio de Janeiro,Payment,BRL,False
765.30,558.00,Cape Town,Helsinki,Payment,TRY,False
505.63,342.00,Berlin,Athens,Credit,ZAR,False
330.68,844.00,Rome,Toronto,Reimbursement,AUD,False
578.53,878.00,Amsterdam,Moscow,Payment,ZAR,False
2257.81,426.00,Mumbai,Rio de Janeiro,Fee,USD,True
494.08,737.00,Helsinki,Rio de Janeiro,Invoice,NZD,False
137.32,229.00,Toronto,Mumbai,Invoice,GBP,False
452.79,388.00,Mumbai,Athens,Exchange,MXN,False
76.25,660.00,Toronto,Berlin,Exchange,KRW,False
750.71,768.00,Paris,Toronto,Invoice,EUR,False
306.87,948.00,Sydney,Dubai,Invoice,CHF,False
49.55,308.00,Dubai,Rome,Subscription,GBP,False
973.81,666.00,Rome,Dubai,Withdrawal,AUD,False
345.81,516.00,London,Toronto,Subscription,SGD,False
345.12,236.00,Mumbai,Cape Town,Refund,INR,False
646.35,438.00,Amsterdam,Sydney,Purchase,CNY,True
19.49,221.00,Berlin,Dubai,Refund,CHF,False
131.65,174.00,Dubai,Paris,Reimbursement,SEK,False
155.92,138.00,Helsinki,Rio de Janeiro,Donation,SGD,False
1313.73,965.00,Rome,Rio de Janeiro,Credit,AUD,False
426.65,737.00,Tokyo,Rome,Refund,EUR,False
498.97,622.00,Rio de Janeiro,Toronto,Donation,BRL,False
61.81,541.00,Dubai,Toronto,Fee,EUR,False
226.84,565.00,Dubai,Toronto,Donation,MXN,False
704.20,921.00,Amsterdam,Berlin,Loan,SEK,False
24.85,231.00,Helsinki,Helsinki,Deposit,INR,False
155.25,215.00,Paris,Paris,Reimbursement,MXN,False
373.85,960.00,Dubai,Amsterdam,Debit,GBP,False
1388.76,963.00,Berlin,Mexico City,Credit,CNY,False
752.03,645.00,Mexico City,Dublin,Subscription,GBP,False
870.39,925.00,Dublin,Rio de Janeiro,Deposit,GBP,False
815.62,551.00,Cape Town,Mexico City,Deposit,SEK,False
5410.73,997.00,Mexico City,Moscow,Purchase,INR,True
245.45,306.00,Sydney,Athens,Loan,EUR,False
145.54,380.00,Stockholm,Berlin,Invoice,KRW,False
107.78,315.00,Paris,Stockholm,Refund,EUR,False
64.40,969.00,Berlin,Moscow,Deposit,ZAR,False
428.26,356.00,Seoul,Stockholm,Deposit,TRY,False
65.67,556.00,New York,Moscow,Subscription,INR,False
261.95,196.00,Mexico City,Berlin,Exchange,CAD,True
888.85,705.00,Stockholm,Mexico City,Reimbursement,EUR,False
1030.13,689.00,Toronto,Cape Town,Fee,INR,False
617.91,856.00,Stockholm,Amsterdam,Withdrawal,SEK,False
872.63,831.00,New York,Paris,Transfer,SGD,False
92.63,134.00,Stockholm,Mexico City,Invoice,EUR,False
220.62,392.00,Berlin,Rio de Janeiro,Withdrawal,MXN,False
570.28,794.00,Rome,Mexico City,Deposit,EUR,False
262.56,276.00,Amsterdam,Tokyo,Withdrawal,KRW,True
95.77,214.00,Helsinki,Seoul,Deposit,GBP,False
94.71,191.00,Amsterdam,Seoul,Fee,MXN,False
84.45,207.00,Sydney,Berlin,Transfer,AUD,False
44.51,523.00,Seoul,Dubai,Deposit,NOK,False
668.17,574.00,Dubai,Moscow,Payment,CNY,False
99.96,345.00,Moscow,New York,Credit,MXN,False
967.11,710.00,New York,Rio de Janeiro,Deposit,CAD,False
23.94,458.00,Helsinki,Dublin,Payment,HKD,False
5.62,188.00,Stockholm,Rio de Janeiro,Subscription,HKD,False
4050.17,621.00,Rome,Amsterdam,Invoice,AUD,True
486.78,990.00,Athens,Mexico City,Debit,MXN,False
341.58,946.00,Mumbai,New York,Deposit,HKD,False
247.54,351.00,Helsinki,Mumbai,Debit,ZAR,True
209.37,231.00,Amsterdam,Rio de Janeiro,Subscription,KRW,False
450.61,628.00,Rio de Janeiro,New York,Deposit,CNY,False
561.41,866.00,Paris,Toronto,Transfer,AUD,False
484.75,582.00,Mumbai,Sydney,Refund,CAD,False
77.89,107.00,Dubai,Moscow,Donation,GBP,False
706.03,541.00,Moscow,Toronto,Debit,RUB,False
827.07,838.00,Cape Town,Dublin,Purchase,CAD,True
1820.11,331.00,Mumbai,New York,Refund,AUD,True
208.91,678.00,Dubai,Helsinki,Transfer,CAD,False
484.73,422.00,Cape Town,Stockholm,Withdrawal,MXN,False
189.91,800.00,Rio de Janeiro,Rome,Credit,AUD,False
707.66,736.00,London,Stockholm,Reimbursement,AUD,False
239.30,363.00,Stockholm,Stockholm,Exchange,HKD,False
501.99,552.00,Toronto,Dublin,Subscription,AUD,False
488.10,939.00,Moscow,Cape Town,Debit,NZD,False
77.69,108.00,Mexico City,Dubai,Withdrawal,INR,False
79.90,342.00,Berlin,Stockholm,Credit,HKD,False
1325.89,876.00,Moscow,Berlin,Reimbursement,CHF,False
195.25,291.00,Toronto,Helsinki,Reimbursement,GBP,False
175.29,251.00,Toronto,Cape Town,Purchase,GBP,False
187.83,225.00,Dublin,Tokyo,Debit,JPY,False
79.77,289.00,Athens,Mumbai,Subscription,ZAR,True
1138.90,924.00,London,Cape Town,Debit,KRW,False
358.27,601.00,Mumbai,Mexico City,Payment,AUD,False
22.09,282.00,Berlin,Toronto,Reimbursement,CHF,False
166.04,255.00,Dublin,Cape Town,Subscription,SEK,False
903.19,607.00,Stockholm,Cape Town,Invoice,RUB,False
252.77,665.00,Athens,Seoul,Fee,EUR,False
128.55,110.00,New York,Cape Town,Transfer,RUB,False
1006.74,396.00,Toronto,Mumbai,Debit,CHF,False
955.77,966.00,Dublin,Moscow,Invoice,ZAR,False
28.85,338.00,Sydney,Dubai,Payment,SEK,False
305.67,985.00,Tokyo,Amsterdam,Reimbursement,EUR,False
808.87,716.00,Rio de Janeiro,Berlin,Payment,SEK,False
545.33,531.00,Cape Town,Berlin,Deposit,BRL,False
240.60,387.00,Dubai,Paris,Exchange,MXN,False
225.00,681.00,Stockholm,Toronto,Purchase,CHF,True
741.97,563.00,Berlin,Paris,Exchange,SEK,False
333.67,595.00,Helsinki,Paris,Reimbursement,MXN,False
250.19,486.00,Mumbai,Amsterdam,Fee,AUD,False
688.89,876.00,Amsterdam,Athens,Payment,GBP,False
580.10,461.00,Sydney,New York,Exchange,USD,False
2164.77,738.00,Cape Town,New York,Payment,AUD,False
136.31,118.00,Dubai,Dublin,Loan,BRL,True
106.36,902.00,Toronto,Seoul,Transfer,HKD,False
863.47,740.00,Helsinki,Rio de Janeiro,Refund,CHF,True
176.09,142.00,Sydney,Sydney,Debit,CHF,False
671.71,720.00,Rio de Janeiro,Moscow,Credit,KRW,False
400.06,500.00,Dublin,Seoul,Credit,JPY,False
772.10,641.00,Helsinki,Rome,Refund,SGD,True
45.14,602.00,Sydney,Mumbai,Purchase,RUB,True
51.29,382.00,Moscow,Mexico City,Purchase,CNY,True
558.68,530.00,Tokyo,London,Deposit,BRL,False
247.23,426.00,London,Dubai,Donation,SGD,False
18.92,415.00,New York,Rio de Janeiro,Subscription,CNY,False
103.93,117.00,Paris,Tokyo,Fee,CNY,False
109.22,962.00,Seoul,London,Exchange,SGD,False
2862.84,893.00,Rio de Janeiro,Helsinki,Refund,MXN,True
106.04,157.00,New York,London,Invoice,ZAR,False
139.73,120.00,Dubai,Sydney,Donation,TRY,False
411.23,405.00,Cape Town,Athens,Debit,GBP,False
1065.82,920.00,Sydney,Cape Town,Donation,MXN,False
54.62,168.00,Rio de Janeiro,Toronto,Donation,MXN,False
386.35,263.00,Cape Town,Moscow,Exchange,SEK,False
320.34,727.00,Cape Town,Helsinki,Transfer,RUB,False
825.73,621.00,Tokyo,Dublin,Payment,HKD,False
306.25,959.00,Cape Town,Cape Town,Purchase,INR,False
448.58,319.00,Moscow,Mumbai,Donation,CAD,True
204.75,466.00,Dublin,London,Invoice,CNY,False
809.13,946.00,Helsinki,Rio de Janeiro,Refund,SGD,True
272.00,276.00,Mumbai,Sydney,Exchange,NZD,False
199.10,849.00,Stockholm,London,Credit,SGD,False
624.91,962.00,Toronto,Cape Town,Transfer,HKD,False
892.67,746.00,Berlin,Cape Town,Purchase,CNY,True
36.01,140.00,New York,Dubai,Reimbursement,RUB,False
135.80,476.00,Helsinki,Mumbai,Purchase,GBP,True
4402.56,600.00,New York,Sydney,Loan,SEK,True
521.60,807.00,Tokyo,Sydney,Refund,USD,True
173.91,830.00,Tokyo,Sydney,Transfer,BRL,False
804.01,549.00,Moscow,New York,Fee,TRY,False
555.75,838.00,Moscow,Stockholm,Invoice,USD,False
179.86,840.00,Mexico City,Dubai,Loan,EUR,True
781.40,985.00,Seoul,Dubai,Loan,GBP,False
38.17,333.00,Seoul,Tokyo,Refund,NZD,True
270.93,418.00,Rio de Janeiro,Seoul,Loan,INR,False
679.69,882.00,Paris,Stockholm,Debit,JPY,False
1110.82,897.00,New York,New York,Donation,GBP,False
667.51,596.00,Dubai,Toronto,Fee,INR,False
218.26,258.00,Amsterdam,Mexico City,Deposit,BRL,True
99.04,831.00,Paris,Toronto,Transfer,TRY,False
454.55,834.00,London,London,Withdrawal,CAD,False
175.49,131.00,Paris,Dublin,Transfer,USD,False
68.09,297.00,Berlin,New York,Debit,TRY,False
660.34,854.00,Mumbai,Paris,Loan,NZD,False
258.31,333.00,Mumbai,Tokyo,Deposit,TRY,True
837.32,571.00,Toronto,Toronto,Credit,EUR,False
100.19,873.00,Stockholm,Rio de Janeiro,Withdrawal,CNY,False
190.45,655.00,Paris,Seoul,Withdrawal,HKD,False
532.99,456.00,Amsterdam,Moscow,Debit,GBP,False
305.69,271.00,Rio de Janeiro,Tokyo,Invoice,GBP,True
1149.34,869.00,Tokyo,Mexico City,Purchase,CNY,True
78.16,158.00,Sydney,Rome,Credit,CHF,False
44.67,369.00,Toronto,Cape Town,Subscription,ZAR,False
1163.92,897.00,Dublin,Athens,Invoice,TRY,True
1.09,805.00,New York,London,Invoice,CAD,False
254.39,345.00,Moscow,Rome,Payment,GBP,False
35.57,146.00,Paris,Rio de Janeiro,Deposit,GBP,False
587.32,595.00,Mumbai,Cape Town,Fee,MXN,False
1107.64,775.00,Rome,Athens,Refund,CAD,True
514.52,482.00,Seoul,Dublin,Refund,CNY,True
193.30,759.00,Tokyo,Amsterdam,Payment,INR,False
1248.38,907.00,London,Sydney,Loan,RUB,False
611.21,474.00,Cape Town,Mexico City,Deposit,MXN,False
796.62,616.00,Berlin,Athens,Payment,AUD,False
83.14,102.00,Tokyo,Sydney,Exchange,SGD,False
17.09,814.00,Sydney,Dubai,Subscription,TRY,False
131.78,358.00,Sydney,Dublin,Invoice,USD,False
430.38,590.00,Mexico City,Dublin,Purchase,CAD,False
547.74,503.00,Seoul,Dubai,Loan,SGD,False
116.26,179.00,Mumbai,Sydney,Payment,CNY,False
580.71,486.00,Berlin,Helsinki,Fee,NOK,False
235.58,451.00,Athens,Paris,Loan,BRL,False
541.94,423.00,Stockholm,Paris,Deposit,INR,False
61.22,100.00,Tokyo,Helsinki,Credit,BRL,False
27.26,387.00,Athens,Stockholm,Refund,CNY,False
272.81,873.00,London,Sydney,Fee,BRL,False
77.28,318.00,Toronto,Tokyo,Donation,CAD,True
563.31,491.00,Helsinki,Mexico City,Invoice,GBP,False
845.73,983.00,Toronto,Seoul,Donation,NZD,False
42.25,609.00,Cape Town,Dubai,Donation,RUB,False
9.69,292.00,Rio de Janeiro,Berlin,Refund,MXN,False
368.89,304.00,Mumbai,Athens,Transfer,SGD,False
102.43,351.00,Berlin,Cape Town,Invoice,MXN,False
1201.57,814.00,Dubai,Seoul,Loan,MXN,False
280.80,275.00,Amsterdam,Seoul,Loan,MXN,False
101.95,269.00,Seoul,Toronto,Payment,KRW,False
1069.60,767.00,New York,Toronto,Refund,BRL,False
220.11,275.00,Moscow,Cape Town,Purchase,CNY,False
648.22,587.00,Dublin,Tokyo,Subscription,JPY,True
117.69,610.00,Mexico City,Helsinki,Reimbursement,SGD,False
1174.81,902.00,Dublin,Cape Town,Credit,HKD,False
568.62,647.00,Moscow,Berlin,Subscription,HKD,False
145.35,168.00,London,Tokyo,Deposit,JPY,False
159.59,741.00,Toronto,Helsinki,Purchase,CNY,False
166.36,287.00,Rio de Janeiro,Mexico City,Reimbursement,MXN,False
85.99,752.00,Mumbai,Amsterdam,Donation,INR,True
976.85,782.00,Stockholm,Amsterdam,Transfer,JPY,False
4.61,295.00,Helsinki,Seoul,Reimbursement,USD,False
376.71,884.00,Paris,Rome,Withdrawal,USD,False
528.75,484.00,Amsterdam,Rio de Janeiro,Transfer,SEK,False
380.42,975.00,Paris,Seoul,Deposit,MXN,False
284.60,250.00,Toronto,Mexico City,Loan,ZAR,False
1282.48,195.00,Rome,Rome,Purchase,CNY,False
169.57,365.00,London,Seoul,Deposit,CNY,False
128.85,705.00,Moscow,Athens,Debit,CNY,False
607.40,453.00,Toronto,Athens,Credit,MXN,False
27.56,279.00,Amsterdam,Dublin,Withdrawal,USD,False
997.11,296.00,Berlin,New York,Exchange,TRY,True
977.48,800.00,Paris,Athens,Refund,NOK,True
139.78,276.00,London,Stockholm,Transfer,HKD,False
158.64,228.00,Athens,Berlin,Loan,INR,True
21.87,588.00,Stockholm,Mumbai,Purchase,GBP,True
525.37,910.00,Dubai,Helsinki,Loan,SGD,False
1185.50,897.00,Athens,Paris,Reimbursement,JPY,False
190.36,403.00,Rome,Sydney,Payment,INR,False
207.06,807.00,Helsinki,Sydney,Subscription,HKD,False
2754.42,697.00,Dublin,Moscow,Exchange,INR,True
282.96,281.00,Rio de Janeiro,Mumbai,Donation,CNY,True
458.90,483.00,Mexico City,Paris,Loan,HKD,False
2.39,662.00,Stockholm,Dublin,Withdrawal,AUD,False
126.10,417.00,Paris,Sydney,Payment,SEK,False
797.46,553.00,Paris,Athens,Debit,CAD,False
212.17,625.00,Paris,Rio de Janeiro,Exchange,HKD,False
849.30,866.00,Stockholm,Stockholm,Credit,JPY,False
304.11,877.00,Rome,New York,Payment,CNY,False
1130.48,888.00,Mumbai,Berlin,Debit,TRY,False
257.05,743.00,Seoul,Cape Town,Transfer,BRL,False
90.51,532.00,London,Mumbai,Fee,CNY,True
669.46,507.00,Dublin,Rio de Janeiro,Fee,TRY,False
1353.73,333.00,Seoul,Toronto,Withdrawal,NZD,True
353.44,241.00,Helsinki,Mumbai,Withdrawal,SGD,True
1126.12,984.00,Toronto,Seoul,Subscription,NOK,False
50.03,522.00,Paris,Helsinki,Fee,ZAR,False
707.68,961.00,Sydney,Seoul,Donation,GBP,False
335.74,587.00,Paris,Tokyo,Invoice,ZAR,False
91.68,147.00,Mexico City,Mumbai,Credit,HKD,False
782.52,568.00,Toronto,New York,Payment,INR,False
689.47,935.00,Rome,New York,Refund,NOK,True
90.38,680.00,Seoul,Seoul,Refund,MXN,False
37.15,445.00,Mexico City,Dubai,Subscription,RUB,False
78.41,426.00,Sydney,Helsinki,Purchase,MXN,False
270.55,836.00,Rio de Janeiro,Amsterdam,Purchase,AUD,True
213.60,330.00,Amsterdam,Paris,Reimbursement,CAD,False
172.71,132.00,Amsterdam,Cape Town,Credit,INR,False
748.92,955.00,Cape Town,Cape Town,Donation,RUB,False
522.19,772.00,Seoul,New York,Exchange,GBP,False
108.38,833.00,Amsterdam,New York,Donation,RUB,False
191.85,342.00,London,New York,Credit,AUD,False
257.52,998.00,Toronto,Mexico City,Loan,JPY,False
959.74,814.00,Mumbai,Rio de Janeiro,Debit,MXN,False
373.46,374.00,Sydney,Seoul,Withdrawal,NOK,False
5379.92,983.00,Athens,Paris,Payment,NOK,True
124.80,148.00,Tokyo,Cape Town,Debit,SEK,False
176.10,158.00,London,Amsterdam,Reimbursement,KRW,False
887.66,233.00,Mexico City,Dubai,Transfer,ZAR,True
385.36,863.00,Paris,Mexico City,Purchase,NZD,False
137.58,171.00,Rome,Moscow,Refund,JPY,True
1227.30,987.00,New York,Rome,Reimbursement,KRW,False
720.55,764.00,Sydney,Tokyo,Deposit,USD,False
1061.64,922.00,Mumbai,Dublin,Transfer,TRY,False
554.64,380.00,Mumbai,New York,Credit,CAD,False
39.68,111.00,Amsterdam,Cape Town,Refund,INR,False
399.24,479.00,Paris,New York,Transfer,ZAR,False
604.51,414.00,Tokyo,Sydney,Fee,SGD,False
157.85,812.00,Berlin,Sydney,Refund,CAD,False
1132.11,975.00,Rome,Helsinki,Reimbursement,USD,False
400.75,283.00,Rio de Janeiro,Seoul,Exchange,SEK,False
57.56,192.00,Stockholm,Toronto,Withdrawal,ZAR,False
77.73,518.00,Sydney,Cape Town,Purchase,HKD,False
163.43,726.00,New York,New York,Donation,MXN,False
988.03,777.00,Moscow,Dubai,Invoice,RUB,False
295.77,255.00,Moscow,Amsterdam,Payment,KRW,False
72.59,464.00,Amsterdam,Sydney,Exchange,ZAR,False
640.69,819.00,London,Athens,Fee,JPY,False
736.91,757.00,Tokyo,Moscow,Deposit,TRY,False
282.15,153.00,Dubai,Athens,Debit,RUB,False
252.00,189.00,Seoul,Berlin,Deposit,CHF,False
78.37,236.00,New York,New York,Payment,HKD,False
639.85,800.00,New York,Rome,Exchange,CHF,False
78.85,108.00,Mumbai,Moscow,Deposit,JPY,False
423.81,972.00,Seoul,Dublin,Donation,CHF,False
185.97,348.00,Amsterdam,Paris,Loan,KRW,True
134.89,146.00,Sydney,Helsinki,Payment,BRL,False
295.88,386.00,Moscow,Dubai,Credit,RUB,False
347.16,308.00,Rio de Janeiro,Rio de Janeiro,Refund,CHF,False
626.81,633.00,Dublin,Paris,Exchange,CHF,False
2378.99,884.00,Mumbai,Sydney,Reimbursement,RUB,False
812.38,742.00,Toronto,Sydney,Reimbursement,HKD,False
259.32,395.00,Mumbai,Dubai,Subscription,HKD,False
597.11,973.00,Rio de Janeiro,Dublin,Credit,INR,False
311.89,365.00,Rome,Stockholm,Reimbursement,CAD,False
288.13,507.00,London,Mumbai,Transfer,RUB,True
551.17,491.00,Berlin,Rome,Refund,NZD,True
1389.80,988.00,Athens,Helsinki,Exchange,CHF,False
531.87,655.00,Seoul,Paris,Reimbursement,RUB,False
701.28,567.00,Rome,Stockholm,Invoice,RUB,False
60.93,104.00,Berlin,Helsinki,Purchase,BRL,True
149.24,811.00,Paris,Seoul,Subscription,CNY,False
1492.37,997.00,Dublin,Rome,Refund,NZD,True
386.68,401.00,Rome,Paris,Fee,MXN,False
