TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,Timestamp,RiskLabel
5131.68,4538.44,Iran,Norway,Withdrawal,HUF,2025-12-28 10:49:16,1

8464.81,7255.73,Belize,Equatorial Guinea,Mobile Payment,RUB,2025-05-14 03:16:23,1

5210.21,3483.31,San Marino,Kiribati,Insurance Payment,TRY,2025-11-21 18:36:16,1

15643.95,14708.43,Gabon,Grenada,Point of Sale (POS) Purchase,CAD,2025-02-11 13:19:49,1

16798.33,9859.14,Tajikistan,Uganda,Merchant Settlement,RON,2025-04-11 22:13:45,1

12384.41,9931.45,Trinidad and Tobago,Lithuania,Subscription Payment,RUB,2025-01-18 05:41:19,1

14607.93,10114.23,Indonesia,Georgia,Check Withdrawal,TRY,2025-01-03 07:54:11,1

2497.49,2971.93,Palau,Oman,Online Transfer,ZAR,2025-09-02 19:57:02,1

11244.93,6302.64,Venezuela,Guinea,Fee Charge,HUF,2025-02-07 19:58:36,1

14215.16,16158.87,Liechtenstein,Singapore,Withdrawal,KRW,2025-04-26 19:29:29,1

1487.5,1747.16,Lithuania,Argentina,ATM Withdrawal,SEK,2025-06-20 00:10:17,0

15967.3,13446.5,Bulgaria,Australia,P2P Transfer,ILS,2025-04-26 19:53:47,1

6231.18,6266.94,Israel,Spain,Wire Transfer,AED,2025-03-14 03:27:45,1

14267.16,8740.42,Dominica,Bosnia and Herzegovina,Check Deposit,TWD,2025-09-10 19:47:02,1

19744.49,15789.28,The Bahamas,Suriname,Cash Advance,USD,2025-11-14 08:59:41,1

7295.89,5654.69,Georgia,Nepal,Foreign Currency Exchange,HUF,2025-01-10 16:56:59,1

1960.76,1033.34,Chile,Turkey,Check Deposit,CHF,2025-02-24 07:04:57,0

8598.81,9924.01,Czech Republic,Romania,Internal Transfer,COP,2025-02-25 01:04:16,1

12287.97,8535.62,Zambia,Sri Lanka,Insurance Payment,BRL,2025-12-22 03:18:16,1

6298.42,6828.16,Colombia,Paraguay,Internal Transfer,HKD,2025-04-23 20:29:10,1

984.79,599.16,Libya,Gabon,Batch Payment,TRY,2025-08-04 08:19:34,0

18790.8,15104.97,Yemen,South Sudan,Loan Payment,AUD,2025-07-18 21:19:02,1

6320.0,3448.12,Germany,Indonesia,Subscription Payment,INR,2025-03-23 12:15:59,1

1892.79,2199.23,Lebanon,Egypt,Subscription Payment,EUR,2025-05-09 17:58:43,0

433.05,291.04,Taiwan,Croatia,Internal Transfer,CNY,2025-05-13 08:02:45,1

934.55,493.17,Uzbekistan,Croatia,Batch Payment,DKK,2025-07-29 09:46:56,0

17458.47,13860.67,Honduras,Saudi Arabia,External Transfer,INR,2025-01-10 04:48:36,1

8362.96,5813.9,Morocco,Togo,Top-up,RON,2025-06-20 15:11:33,1

16341.33,18789.85,Iceland,Guinea-Bissau,Refund,SGD,2025-12-05 03:40:38,1

8567.77,4356.25,Grenada,Korea, South,Fee Charge,JPY,2025-05-01 22:12:15,1

18262.73,13730.01,El Salvador,Kosovo,Mobile Payment,NZD,2025-08-12 06:32:55,1

9341.34,6311.88,Guyana,El Salvador,Internal Transfer,SEK,2025-09-16 16:53:25,1

16168.06,14781.82,Zimbabwe,Nepal,Check Deposit,CAD,2025-12-30 20:21:45,1

8331.86,6121.45,Iraq,Honduras,Card Payment,AED,2025-04-10 19:12:58,1

2828.11,2253.33,Botswana,Equatorial Guinea,Card Payment,ZAR,2025-11-08 14:25:04,1

2017.14,1601.72,Papua New Guinea,Albania,Wire Transfer,DKK,2025-04-16 18:27:59,1

2204.75,2472.21,Lesotho,Botswana,Cash Advance,CHF,2025-05-24 21:19:57,1

18905.63,10059.59,Yemen,Norway,External Transfer,MYR,2025-02-24 10:24:20,1

6443.45,5424.99,Denmark,Bosnia and Herzegovina,Interest Debit,DKK,2025-10-19 16:53:29,1

655.75,374.27,El Salvador,Swaziland,Merchant Settlement,NOK,2025-01-09 18:09:45,0

1815.84,1461.24,East Timor (Timor-Leste),Luxembourg,Mortgage Payment,USD,2025-01-27 07:03:01,0

17422.88,11877.64,Nauru,Mexico,Interest Debit,HKD,2025-07-05 11:52:56,1

15513.23,17810.38,Kiribati,Kenya,P2P Transfer,PHP,2025-08-06 19:28:53,1

7942.22,7457.39,Costa Rica,Angola,Loan Payment,INR,2025-08-20 08:20:09,1

9250.0,5804.81,Thailand,Moldova,Loan Payment,TRY,2025-07-12 18:02:29,1

9668.45,4961.32,Trinidad and Tobago,Haiti,P2P Transfer,CNY,2025-01-05 00:35:37,1

4580.19,5011.84,Panama,Cote d'Ivoire,Online Transfer,KRW,2025-03-31 10:19:52,1

18285.74,16872.54,Denmark,Rwanda,Foreign Remittance,TRY,2025-02-18 07:27:34,1

19860.56,23745.34,Sierra Leone,Thailand,Mobile Payment,ZAR,2025-11-10 00:13:18,1

6088.48,3496.84,Niger,Romania,Reversal,RUB,2025-09-04 21:53:20,1

8835.77,7164.94,Marshall Islands,Sweden,Point of Sale (POS) Purchase,AUD,2025-07-19 08:40:11,1

17822.3,16415.01,Paraguay,Saint Lucia,Prepaid Card Load,SGD,2025-05-24 02:28:28,1

14787.58,12317.35,Sudan,San Marino,Withdrawal,MYR,2025-03-17 14:34:49,1

6151.47,7121.79,Armenia,Indonesia,Prepaid Card Load,HKD,2025-12-03 18:16:21,1

17271.39,16518.16,Nepal,Sri Lanka,Standing Order,BRL,2025-08-29 09:17:10,1

5827.77,3640.52,El Salvador,Brunei,Gift Card Purchase,HKD,2025-02-22 21:35:39,1

15061.13,14655.58,Congo, Republic of the,Cape Verde,Point of Sale (POS) Purchase,CZK,2025-02-13 07:44:38,1

15119.03,15845.94,Central African Republic,Sudan,Point of Sale (POS) Purchase,THB,2025-06-28 06:41:27,1

6069.36,6543.6,Madagascar,Taiwan,Salary Payment,CNY,2025-02-10 14:38:15,1

172.75,91.13,Kuwait,Lithuania,ATM Withdrawal,AUD,2025-09-15 20:10:52,0

8011.41,9494.6,Guinea-Bissau,Ireland,Foreign Currency Exchange,EUR,2025-12-06 22:45:08,1

8483.48,6784.64,Cambodia,Lebanon,Foreign Currency Exchange,CNY,2025-08-24 10:15:13,1

6181.02,4572.16,Czech Republic,Niger,Cash Advance,USD,2025-12-03 02:01:02,1

1152.77,1371.93,South Sudan,Azerbaijan,Online Transfer,PLN,2025-09-04 10:07:23,1

3976.19,2457.56,South Sudan,Myanmar (Burma),Direct Debit,TRY,2025-12-03 17:27:12,1

7492.56,7587.81,Algeria,India,P2P Transfer,BRL,2025-07-13 07:34:38,1

16908.76,18431.5,Belgium,Sao Tome and Principe,Internal Transfer,NZD,2025-08-18 11:00:53,1

13344.05,14195.69,Senegal,Gabon,Loan Payment,ZAR,2025-04-22 07:05:54,1

18819.88,13662.97,Botswana,Kenya,Deposit,TRY,2025-12-24 20:44:54,1

3431.27,3121.52,Bhutan,Canada,Point of Sale (POS) Purchase,EUR,2025-04-03 08:25:32,1

11694.22,5865.62,Panama,Malawi,Withdrawal,INR,2025-11-19 04:58:18,1

7746.27,6122.18,Saint Vincent and the Grenadines,Canada,Wire Transfer,IDR,2025-04-09 14:14:31,1

13450.87,8269.36,Haiti,China,Gift Card Purchase,AED,2025-09-04 07:17:06,1

4535.53,3678.18,Greece,Papua New Guinea,Loan Payment,HUF,2025-09-08 20:49:46,1

14589.24,17086.56,Colombia,Iceland,Gift Card Purchase,HUF,2025-03-27 01:37:35,1

1378.96,1389.68,Algeria,Bulgaria,Point of Sale (POS) Purchase,RON,2025-08-30 09:40:26,0

11476.89,10846.03,China,Indonesia,Insurance Payment,NOK,2025-04-23 13:59:56,1

4542.62,4699.56,Cyprus,Samoa,Check Withdrawal,AUD,2025-05-30 12:36:16,1

306.72,332.23,Comoros,Mali,ATM Deposit,ZAR,2025-10-08 18:44:51,1

208.47,120.36,Botswana,Dominica,Point of Sale (POS) Purchase,DKK,2025-11-26 02:27:47,0

10641.06,9302.8,Niger,Dominican Republic,Mobile Payment,CAD,2025-01-17 16:54:31,1

4550.59,5009.41,Nauru,Guinea,Interest Debit,TWD,2025-02-06 09:59:30,1

8028.5,8875.44,Algeria,Korea, South,Loan Payment,DKK,2025-02-23 00:18:34,1

8411.28,4588.34,New Zealand,Japan,Deposit,PHP,2025-10-08 21:23:59,1

15443.65,17217.98,Estonia,India,Bill Payment,MYR,2025-08-08 20:50:40,1

17197.61,18257.28,Bolivia,Canada,Reversal,NOK,2025-01-13 14:23:39,1

16475.18,18204.55,Benin,Italy,Prepaid Card Load,CAD,2025-01-20 07:00:17,1

1068.08,1230.45,Nauru,Finland,Withdrawal,CNY,2025-04-22 06:41:46,0

6421.41,3565.04,Lesotho,Netherlands,Internal Transfer,COP,2025-06-24 09:10:28,1

15677.32,12410.2,Mongolia,Antigua and Barbuda,Debit Card Payment,CHF,2025-07-11 17:29:12,1

8785.37,10098.93,Suriname,Jordan,Subscription Payment,COP,2025-06-06 10:54:56,1

10316.97,6889.18,Syria,Cape Verde,Batch Payment,HUF,2025-06-10 08:35:53,1

4913.88,3782.25,Solomon Islands,Ethiopia,Batch Payment,MYR,2025-03-25 07:13:47,1

9696.31,10076.46,Papua New Guinea,Guinea,External Transfer,TWD,2025-07-20 16:26:07,1

3307.87,3836.29,Mozambique,Venezuela,Refund,PHP,2025-09-25 15:07:42,1

16165.81,10000.1,Jamaica,Bolivia,P2P Transfer,INR,2025-12-16 13:31:37,1

12241.87,10902.1,Guyana,Ghana,External Transfer,KRW,2025-08-09 01:27:08,1

18939.77,18842.49,Guinea,Micronesia, Federated States of,Online Transfer,RUB,2025-01-18 00:20:33,1

4889.52,3253.5,Liberia,Malta,ATM Withdrawal,RON,2025-06-11 13:10:09,1

11360.91,12755.09,Kuwait,Latvia,Internal Transfer,SGD,2025-12-03 10:58:09,1

15275.26,17437.22,Yemen,Kiribati,Online Transfer,SGD,2025-06-03 05:19:28,1

12719.17,8381.31,Qatar,Latvia,Card Payment,ZAR,2025-05-23 19:55:01,1

13143.11,14015.25,Saint Lucia,Singapore,Internal Transfer,INR,2025-01-07 05:27:19,1

2655.91,3105.07,Panama,Yemen,Reversal,MYR,2025-08-13 15:00:31,1

11479.48,11648.33,Comoros,Tuvalu,Mobile Payment,CNY,2025-07-14 03:06:37,1

8345.62,9213.25,Thailand,Vatican City (Holy See),Deposit,CAD,2025-03-17 17:01:12,1

9317.93,5337.98,Thailand,Micronesia, Federated States of,Point of Sale (POS) Purchase,CZK,2025-03-31 00:34:19,1

3271.36,3026.45,Greece,Belize,Salary Payment,KRW,2025-09-30 10:30:05,1

4525.98,3146.17,Grenada,Macedonia,Merchant Settlement,CHF,2025-08-05 15:19:20,1
8500.00,7200.00,New York,London,Wire Transfer,USD,2026-03-20 10:00:00,0
12400.50,11000.00,Paris,Dubai,International Transfer,EUR,2026-03-20 10:05:00,0
5200.00,4800.00,Tokyo,Singapore,Wire Transfer,JPY,2026-03-20 10:10:00,0
15000.00,14500.00,London,Sydney,International Transfer,GBP,2026-03-20 10:15:00,0
3200.75,3100.00,Berlin,New York,Wire Transfer,EUR,2026-03-20 10:20:00,0
9800.00,9000.00,Dubai,London,Online Transfer,USD,2026-03-20 10:25:00,0
7400.25,6800.00,Sydney,Osaka,Wire Transfer,AUD,2026-03-20 10:30:00,0
12.50,105.00,New York,Lagos,Card Payment,USD,2026-03-20 11:00:00,1
5.99,65.00,London,Moscow,Online Transfer,GBP,2026-03-20 11:05:00,1
45.00,120.00,Paris,Unknown,Card Payment,EUR,2026-03-20 11:10:00,1
1.00,50.00,Tokyo,Eastern Europe,Card Payment,JPY,2026-03-20 11:15:00,1
78.20,200.00,Berlin,Kyiv,Online Transfer,EUR,2026-03-20 11:20:00,1
19.99,85.00,Sydney,Panama,Card Payment,AUD,2026-03-20 11:25:00,1
32.50,150.00,Dubai,Cayman Islands,Online Transfer,USD,2026-03-20 11:30:00,1
4609,4762,South Africa,London,refund,CNY,2026-03-18 01:46:21,1
727,2104,Brazil,Brazil,withdrawal,AUD,2025-07-01 17:18:27,0
4186,4620,Germany,Rio de Janeiro,deposit,AUD,2025-11-03 09:05:50,0
23,1515,France,USA,deposit,GBP,2026-01-11 02:33:38,1
3998,103,Berlin,Rio de Janeiro,purchase,EUR,2025-08-24 04:11:43,0
291,2622,France,New York,transfer,JPY,2025-11-11 17:45:35,1
3754,3388,Dubai,Sydney,refund,GBP,2026-02-02 06:41:12,1
3584,2179,Germany,London,refund,EUR,2026-03-01 17:13:59,0
1107,2900,Berlin,Dubai,withdrawal,CAD,2025-05-09 01:11:59,0
3544,1908,Paris,Berlin,withdrawal,GBP,2025-04-01 00:01:06,0
1372,4277,Toronto,Dubai,deposit,JPY,2025-10-24 04:27:55,0
4637,3080,Canada,Tokyo,refund,CAD,2025-04-02 04:22:38,0
4278,2890,Brazil,Japan,withdrawal,GBP,2025-05-20 12:44:48,0
4106,2134,London,Japan,purchase,AUD,2025-08-04 09:29:35,1
3197,4522,Sydney,New York,refund,AUD,2025-05-06 06:08:55,1
4322,556,USA,Brazil,refund,EUR,2025-05-31 08:56:47,1
3821,4617,France,Moscow,withdrawal,EUR,2025-08-19 16:16:34,1
2685,2081,UK,Germany,transfer,USD,2025-08-19 03:08:31,1
1493,2630,UK,UK,transfer,EUR,2025-04-26 13:35:30,0
3281,1532,Cape Town,Russia,purchase,CAD,2025-10-21 00:24:14,1
3771,4357,New York,Moscow,refund,CNY,2026-03-04 12:36:25,0
770,245,UAE,Rio de Janeiro,withdrawal,INR,2025-05-22 07:47:32,0
1625,4378,Australia,Tokyo,purchase,CNY,2025-07-17 02:21:57,0
2870,143,Sydney,Australia,purchase,CAD,2025-07-18 19:04:05,1
2004,3587,South Africa,UK,refund,RUB,2026-02-22 17:58:24,1
3034,1946,Japan,UAE,purchase,RUB,2025-08-31 17:15:13,1
4966,525,Dubai,New York,withdrawal,EUR,2025-06-08 06:35:31,0
1227,2617,UAE,New York,withdrawal,GBP,2025-11-26 13:50:07,0
974,1111,Dubai,Moscow,transfer,CHF,2025-10-11 14:31:49,0
3462,3371,Japan,London,refund,INR,2025-07-16 14:59:59,1
3796,2253,Toronto,France,deposit,EUR,2025-09-25 06:01:33,0
83,4477,Paris,Sydney,withdrawal,RUB,2025-07-14 23:23:42,0
1237,360,South Africa,Rio de Janeiro,deposit,USD,2025-04-24 04:23:52,0
2810,1514,Berlin,London,transfer,CAD,2026-02-05 07:53:31,1
1587,3099,Rio de Janeiro,New York,withdrawal,USD,2025-09-16 11:02:01,1
1605,3199,Berlin,France,deposit,RUB,2025-05-28 14:01:11,1
1820,655,Paris,Brazil,withdrawal,EUR,2025-06-09 19:53:21,1
1043,706,Sydney,Paris,deposit,RUB,2026-02-22 20:01:23,1
949,3565,Australia,Paris,purchase,EUR,2025-06-05 17:30:25,1
4942,1959,Cape Town,Sydney,deposit,RUB,2026-01-28 05:04:30,0
3390,4355,France,Sydney,purchase,CAD,2025-05-06 05:35:55,0
1244,854,Australia,Paris,withdrawal,EUR,2025-03-29 22:22:04,1
2082,4353,Brazil,London,withdrawal,CAD,2025-10-02 07:06:23,0
1726,1719,UK,France,purchase,INR,2025-03-27 07:39:13,0
4772,2140,France,UK,purchase,RUB,2025-09-27 17:22:23,0
2464,227,Toronto,Paris,transfer,CNY,2026-03-10 06:00:32,1
4850,442,Paris,Russia,deposit,INR,2026-03-20 15:05:50,0
4753,3537,Rio de Janeiro,Paris,deposit,GBP,2025-09-15 23:00:17,0
1895,3474,Cape Town,Germany,withdrawal,CHF,2025-05-16 09:58:29,0
3388,4765,London,Tokyo,purchase,RUB,2025-06-07 12:36:50,0
2158,2250,Berlin,Berlin,deposit,EUR,2025-06-11 04:26:24,1
1618,1538,Australia,New York,deposit,AUD,2025-10-30 15:19:40,0
4017,1062,Tokyo,Toronto,withdrawal,JPY,2025-08-25 23:42:17,1
3257,4867,Australia,France,purchase,INR,2025-07-29 16:48:44,0
2673,3230,Toronto,Canada,refund,CAD,2025-04-20 05:55:08,1
4913,4213,Tokyo,Germany,deposit,INR,2025-12-04 17:47:43,0
3273,4702,Dubai,Australia,transfer,AUD,2025-05-21 06:03:28,0
2242,3029,UK,UK,purchase,RUB,2025-09-01 14:00:49,1
2725,500,Paris,Dubai,purchase,CNY,2025-10-01 18:50:36,0
1696,3709,New York,Toronto,deposit,USD,2025-04-19 15:36:14,0
60,1559,France,Toronto,refund,GBP,2025-05-21 23:24:54,1
1416,4594,London,Canada,refund,INR,2025-06-01 00:07:16,1
2368,2527,Toronto,UK,withdrawal,RUB,2025-12-25 08:17:28,1
2855,3693,Toronto,Toronto,withdrawal,GBP,2025-12-22 17:17:33,0
3815,2270,London,Sydney,refund,JPY,2025-11-17 06:53:54,1
322,3692,Paris,USA,withdrawal,AUD,2025-04-26 16:20:32,1
1135,264,France,Rio de Janeiro,purchase,CHF,2026-01-02 08:48:49,0
4221,200,Cape Town,Japan,transfer,CHF,2025-08-10 01:17:42,1
375,541,Dubai,Russia,withdrawal,GBP,2025-07-05 19:33:33,1
1112,1208,Australia,Brazil,refund,INR,2025-10-26 17:29:41,0
4239,3058,Brazil,Berlin,refund,CHF,2025-12-22 15:43:53,1
645,4661,UAE,Germany,refund,EUR,2025-12-06 10:18:11,1
3337,2242,Germany,Tokyo,deposit,CHF,2025-08-18 06:41:53,0
2926,4359,France,Tokyo,purchase,CAD,2025-12-19 19:05:26,1
1487,4460,Brazil,Dubai,transfer,RUB,2025-05-22 00:15:04,1
2439,1923,Japan,Germany,deposit,GBP,2025-08-16 00:08:29,0
4227,4752,New York,Australia,refund,JPY,2025-10-16 08:46:30,0
4527,764,Dubai,USA,transfer,CAD,2025-06-28 13:48:58,0
3703,4517,Brazil,France,purchase,INR,2026-02-05 01:49:07,1
4673,3220,France,Sydney,withdrawal,CHF,2026-02-06 00:38:44,1
2914,2898,Tokyo,Berlin,deposit,CAD,2026-01-14 09:28:49,1
945,1724,Japan,Paris,refund,JPY,2025-04-21 23:31:25,0
3488,954,Tokyo,Sydney,deposit,EUR,2025-12-24 22:18:32,0
3816,1738,Tokyo,Rio de Janeiro,purchase,CAD,2026-02-19 15:32:52,1
4077,2409,Japan,France,withdrawal,USD,2025-05-24 17:47:06,0
565,4177,Sydney,Sydney,transfer,EUR,2025-12-05 11:27:54,0
4600,4266,Rio de Janeiro,Australia,refund,JPY,2026-01-05 13:55:18,0
1758,2678,France,Australia,withdrawal,INR,2025-05-31 21:56:14,0
3512,502,South Africa,UK,transfer,AUD,2025-05-24 08:41:38,0
2853,667,Cape Town,Australia,transfer,CAD,2025-09-07 00:23:07,0
666,3703,Rio de Janeiro,Tokyo,deposit,JPY,2026-01-04 01:53:45,1
3014,2413,USA,Paris,refund,EUR,2025-04-19 02:26:01,0
3923,4149,Brazil,Berlin,deposit,INR,2025-06-02 14:49:12,1
444,111,Tokyo,Sydney,deposit,AUD,2025-11-19 12:43:55,0
2051,712,Canada,Tokyo,deposit,RUB,2025-09-17 18:54:23,0
706,196,Toronto,USA,transfer,CHF,2026-02-11 23:52:29,1
3443,2492,Berlin,Sydney,transfer,JPY,2025-12-19 18:54:29,1
2833,1747,Germany,London,transfer,AUD,2025-04-17 15:35:44,1
1487,3277,UAE,USA,withdrawal,CHF,2025-04-28 16:56:20,1
1921,4092,Brazil,Toronto,refund,AUD,2025-08-24 06:39:12,1
1230,4699,Toronto,Germany,deposit,CNY,2025-10-29 13:23:50,0
4536,2398,Paris,Tokyo,deposit,RUB,2025-10-06 14:53:10,0
431,441,UAE,London,withdrawal,GBP,2025-08-12 04:50:50,1
369,4127,UAE,Rio de Janeiro,purchase,JPY,2025-09-12 02:02:10,0
1125,4533,Toronto,UAE,purchase,JPY,2026-01-20 20:37:22,0
1273,3746,London,Germany,transfer,USD,2025-08-20 22:51:59,0
3950,3177,Canada,Paris,transfer,RUB,2026-03-12 15:53:54,0
3662,95,France,New York,transfer,CHF,2025-09-30 22:15:46,1
1544,807,Japan,Berlin,transfer,AUD,2025-06-17 15:51:22,1
3923,2215,UAE,Russia,purchase,CNY,2026-01-19 07:21:26,1
2852,3813,UK,London,withdrawal,AUD,2026-01-31 21:22:41,1
1639,3909,South Africa,Brazil,purchase,USD,2025-07-23 09:28:11,0
889,3900,Paris,USA,withdrawal,CNY,2025-08-18 07:36:10,0
592,3718,France,UAE,deposit,RUB,2025-05-12 10:29:48,1
366,1286,France,UAE,purchase,CHF,2025-05-26 19:39:35,0
616,2550,USA,Brazil,deposit,USD,2025-07-13 21:18:02,1
2566,2274,Tokyo,Japan,transfer,JPY,2026-03-04 08:46:54,1
3000,3292,UAE,Sydney,refund,INR,2025-09-02 05:52:01,0
2689,406,Canada,Brazil,withdrawal,CNY,2026-02-22 10:40:58,0
1392,476,Japan,New York,withdrawal,CAD,2025-07-02 04:10:47,0
1677,4113,Japan,Russia,transfer,RUB,2025-06-03 03:18:52,0
3193,2245,UK,Moscow,purchase,INR,2025-06-09 23:48:01,1
4376,4119,Germany,USA,deposit,CNY,2025-11-26 16:38:00,1
1900,725,Brazil,London,withdrawal,USD,2025-04-26 08:19:55,0
1425,3346,USA,Moscow,deposit,CHF,2025-11-16 22:00:17,1
1745,3831,Australia,UK,purchase,GBP,2025-10-11 15:13:03,0
17,2796,UK,Paris,refund,CNY,2026-03-20 13:48:19,0
2544,3991,Germany,Australia,refund,RUB,2025-11-23 22:13:42,1
440,3624,UK,Sydney,transfer,EUR,2025-04-17 18:13:01,0
1561,1080,Rio de Janeiro,USA,withdrawal,AUD,2025-07-04 16:51:19,0
4714,87,Australia,Sydney,deposit,INR,2026-03-10 05:24:16,1
3203,1095,Brazil,Berlin,deposit,RUB,2025-10-01 02:42:37,0
4296,820,Japan,Japan,purchase,AUD,2025-11-06 05:58:26,1
2792,817,London,Germany,withdrawal,CAD,2025-08-01 13:10:49,0
491,1445,Germany,Sydney,withdrawal,JPY,2025-09-20 08:02:29,1
4714,126,Australia,USA,transfer,RUB,2025-11-21 11:01:44,0
1202,4602,Dubai,Rio de Janeiro,deposit,USD,2026-03-14 09:59:36,0
603,3496,Paris,France,withdrawal,CNY,2026-02-11 20:23:41,1
385,4920,Sydney,USA,withdrawal,JPY,2026-03-13 07:40:20,1
2302,805,Tokyo,Germany,transfer,USD,2025-12-08 01:03:50,0
2816,93,Sydney,Brazil,withdrawal,JPY,2025-12-25 03:04:19,1
2545,2889,South Africa,UAE,transfer,JPY,2025-03-31 14:48:59,0
3633,2115,Canada,London,deposit,RUB,2026-01-25 01:01:45,0
331,2321,Sydney,UK,purchase,GBP,2025-04-08 05:57:58,0
2103,536,Japan,Japan,purchase,CAD,2025-07-08 03:39:53,1
960,1037,UAE,Toronto,refund,RUB,2025-06-06 10:40:26,1
3885,1733,Australia,Sydney,refund,CAD,2025-12-05 10:16:24,0
3533,4524,Toronto,Toronto,withdrawal,JPY,2025-04-24 18:23:40,0
2212,838,London,France,transfer,EUR,2025-07-12 20:28:45,0
483,148,France,Tokyo,transfer,CNY,2025-07-19 07:44:50,1
1564,2009,Sydney,Sydney,purchase,CNY,2026-02-02 01:54:30,0
2627,4173,USA,New York,purchase,USD,2025-07-18 14:45:19,0
903,4097,Paris,Brazil,deposit,JPY,2025-04-12 19:19:18,0
1146,390,Tokyo,Tokyo,withdrawal,RUB,2025-06-08 07:35:17,1
2764,1417,Germany,Berlin,refund,EUR,2026-02-20 09:25:34,0
3982,2373,Tokyo,New York,refund,AUD,2025-05-26 02:02:47,0
177,3191,South Africa,Paris,withdrawal,JPY,2026-02-23 00:12:33,0
4434,1990,Sydney,Australia,transfer,RUB,2026-02-20 04:56:20,1
3590,535,Canada,Tokyo,refund,INR,2025-09-09 18:55:35,1
1857,1195,South Africa,Rio de Janeiro,purchase,EUR,2026-01-30 22:13:16,0
3521,2169,Canada,Tokyo,refund,AUD,2026-01-14 14:13:36,1
744,2782,UK,Paris,withdrawal,GBP,2025-07-21 12:03:23,1
2475,174,UK,Moscow,withdrawal,EUR,2025-07-07 22:12:37,1
100,3338,Australia,Berlin,refund,CAD,2026-03-16 14:31:00,0
4264,3983,Germany,Dubai,withdrawal,GBP,2025-08-10 15:37:25,1
578,463,Berlin,Tokyo,refund,CAD,2025-05-17 07:46:56,1
971,3557,UAE,Paris,refund,GBP,2025-12-21 04:45:37,1
1670,2237,Canada,Russia,purchase,GBP,2025-12-19 12:31:03,0
1227,2075,Paris,Rio de Janeiro,transfer,USD,2025-04-11 03:49:09,1
696,2897,Germany,USA,purchase,EUR,2025-12-18 17:09:16,0
4316,2100,Cape Town,USA,refund,JPY,2025-07-22 22:17:37,0
1979,4645,Paris,France,purchase,USD,2025-06-11 02:15:11,1
1292,3672,Australia,France,purchase,AUD,2025-04-03 11:01:54,0
3316,2007,New York,Canada,transfer,JPY,2025-12-25 12:22:40,0
1209,3806,UAE,Toronto,deposit,RUB,2025-12-12 09:17:01,0
4981,3656,New York,Tokyo,purchase,JPY,2025-10-31 18:00:39,0
2848,3134,New York,Toronto,purchase,CHF,2025-08-06 14:42:59,0
559,367,Australia,Canada,deposit,JPY,2025-09-29 03:05:49,1
1538,4226,Germany,New York,deposit,USD,2025-03-26 20:01:13,0
4627,2306,Dubai,London,purchase,RUB,2025-07-09 11:07:26,1
1880,4601,Rio de Janeiro,Sydney,transfer,RUB,2025-11-02 14:26:09,1
747,553,London,Australia,purchase,USD,2025-09-23 22:56:22,0
570,1667,USA,Australia,purchase,INR,2025-08-25 19:58:57,1
4181,555,New York,Tokyo,transfer,CHF,2026-02-10 13:54:29,0
535,2317,Tokyo,Moscow,transfer,RUB,2025-05-05 00:23:06,1
429,2684,London,London,refund,CAD,2025-06-24 01:49:34,0
876,1153,Toronto,USA,purchase,CNY,2025-06-27 15:02:27,1
2150,15,Brazil,Dubai,purchase,JPY,2025-06-08 05:01:33,1
29,943,Canada,London,deposit,CHF,2025-08-11 16:55:12,0
2786,1695,Brazil,Russia,transfer,EUR,2025-05-30 07:41:56,0
3312,3958,London,Toronto,refund,AUD,2025-07-20 01:46:10,1
3551,2499,UAE,Japan,transfer,CNY,2025-11-26 23:39:04,1
2291,585,UAE,Sydney,refund,GBP,2025-06-24 11:56:33,1
2270,4776,Germany,Canada,deposit,INR,2025-11-25 17:06:38,0
4435,3397,Dubai,UK,transfer,GBP,2025-05-05 23:02:31,0
4846,2617,USA,London,deposit,INR,2025-10-11 14:42:44,0
3940,3966,Sydney,UAE,deposit,CNY,2025-10-27 20:32:07,1
702,3097,Tokyo,UAE,deposit,CNY,2026-03-01 02:26:58,0
4607,3624,France,Tokyo,withdrawal,AUD,2025-04-12 10:54:49,1
1364,66,Brazil,Australia,purchase,JPY,2025-05-09 22:01:37,0
4991,3948,Berlin,Rio de Janeiro,deposit,GBP,2025-09-15 11:31:42,1
3203,1810,Cape Town,Russia,purchase,RUB,2025-10-04 02:15:45,0
4991,959,Berlin,Russia,refund,CNY,2025-10-07 12:59:53,0
1108,4304,Japan,Sydney,transfer,AUD,2025-05-13 21:52:04,1
2738,4682,Rio de Janeiro,France,withdrawal,CAD,2025-12-04 14:01:13,0
191,99,France,Australia,purchase,CNY,2025-07-06 17:23:56,0
351,3375,New York,Paris,deposit,CAD,2026-03-02 16:34:04,1
3282,167,Toronto,Germany,withdrawal,EUR,2025-08-07 09:12:22,1
2331,362,Germany,USA,withdrawal,JPY,2025-10-02 07:03:56,0
4586,50,South Africa,Rio de Janeiro,refund,AUD,2025-03-26 06:37:18,0
1024,1633,New York,Russia,withdrawal,RUB,2025-08-06 12:34:35,1
3548,3882,Brazil,Berlin,deposit,USD,2025-12-07 00:35:59,0
